run,il_db,bw3_hz,bw6_hz,bw60_hz,shape_60_6,fc_err_hz,ripple_db,ripple_nom_db,ripple_pv_db,att_p1k,att_m1k,att_p2k,att_m2k,att_p5k,att_m5k
1,2.1165130785085684,2364.582626052201,2655.4263399150223,12262.856045141816,4.618036607083685,-253.11848869919777,2.987322874104041,0.9216593689212411,0.0,1.0879468205344303,1.0946501821843975,23.314680671225837,20.247023085265315,64.31506583226589,48.546938640843315
2,2.186451835352753,2334.018312264234,2632.872464273125,12690.791109444574,4.820131351462254,-330.4678983427584,2.9917790514382254,1.022166677268618,0.0,1.2267124823321127,1.240031888963451,24.177612940419255,19.720163122467667,66.51607416520964,47.193750501768726
3,2.1864735094006766,2345.6511297617108,2665.9544400330633,12676.453766066581,4.754940135402077,-104.35710797831416,2.9843425356378175,1.2764803756848666,0.0,1.4325302392029688,1.3238054479410404,23.74295607535903,19.044574784014607,65.22043495213113,47.14614508138831
4,2.7989637339338778,2335.215415664017,2677.041276952252,13051.213583050296,4.875238082958808,-287.49447491392493,2.999993899956354,1.2280387836677304,0.0,1.4740897565608282,1.3481393375446185,21.75786067011186,19.187081485471573,63.525517036175444,46.76680985621443
5,2.825482035879327,2327.8488596603274,2652.7449977006763,12882.725053880364,4.85637521324015,-304.88232289627194,2.9969518106236013,1.4193361583945245,0.0,1.393033525698791,1.6488429390689865,23.920492009891326,19.249212258845002,66.44334969495888,46.74169072372901
6,2.5937995811871026,2342.2698653675616,2626.989177947864,12399.765049090609,4.7201431788070725,-359.7921147271991,2.9418717676614925,0.8511655310432382,0.11372282141875711,1.0069165826245607,1.160762196624123,24.83010484429975,19.749738608125526,66.39952774590046,47.746752943323685
7,1.8810251330201901,2332.19192321226,2626.0123941898346,12350.243459302932,4.703040810709187,-295.23783526569605,2.9582181196101565,1.037464617673613,0.009036740208505645,1.2517578431118095,1.1861255789192344,24.426112286254483,20.140111360212046,66.39121991166971,48.01084420799229
8,1.9453989575901605,2404.1010262295604,2706.0176503453404,12640.231603626162,4.671156376978185,-162.38298758119345,2.9804060047938994,1.246815342989951,0.008225760315885289,1.3142101922388545,1.1596643606735877,23.921502747407704,18.60880628840124,64.97027840741511,47.11608211750094
9,1.953364624857017,2365.944119947031,2639.209818612784,12106.467384850606,4.587156087201124,-382.90516018494964,2.9575383685189887,0.7129871673062689,0.004852138266207895,0.8315836937519285,0.967467577368236,24.128447025810786,20.187761398786336,64.3353025814877,48.816575008013416
10,2.251672084982209,2347.663850720972,2649.2515094429255,12529.408043265343,4.729414326501593,-287.06598922237754,2.944982693904013,1.1290017113540092,0.0,1.3147266812589697,1.1797400374130795,24.04358225429676,19.726003451218762,66.03847099294002,47.57694171258741
11,2.480703307957089,2291.3937654718757,2611.5665203370154,12861.823338514194,4.924945712987013,-382.9730936009437,2.991454027385917,1.4314930212955375,0.0,1.6337446358039356,1.4568947202499922,24.755351092128688,19.530730505851057,67.70771630752094,46.70639215865183
12,2.0299624372664766,2477.2026107553393,2740.971116716042,12632.745353858918,4.608857523823239,-229.03702080622315,2.9797523247330906,0.7354829759909691,0.0,0.794003792765524,0.4599713761684235,23.40464898541419,19.080877661806618,65.14768871905211,47.3249166095485
13,2.4666552120794054,2383.3420556746423,2687.122324647382,12737.553690813482,4.740221006680434,-328.99130223318934,2.991252326819055,0.9050032981333263,0.04247993576111275,1.0949538249187125,0.9820592125561983,23.069106641372947,19.238382707902172,64.94235345308905,47.16849898104719
14,2.4467239613055596,2275.914730316028,2632.0979792084545,12570.804113896564,4.775963589956084,-180.48485230654478,2.978068571359987,1.8189778694328234,0.016146941571441253,2.0248576112566434,1.5456414128228437,24.187617279556644,19.314023998180712,65.940901021807,47.345389520248446
15,2.2398796471600955,2352.79932914488,2664.4786886330694,12711.59186772257,4.7707613207609745,-190.92453648895025,2.9979408766678715,1.0644448430257896,0.0,1.272310403464415,1.1504166010708594,23.09020593136606,19.37654045256827,64.44009099784589,47.29924311512527
16,2.613464390351497,2312.5346051435918,2636.6890952382237,12715.601781446487,4.822563951286656,-233.91829708218575,2.9945470374427985,1.5045090466495883,0.0,1.6544687372561824,1.4824181231478695,24.464246114105663,19.20142531832798,66.42552709707066,46.955466676124935
17,3.1451586754210674,2342.907964013517,2657.2034868486226,13051.843110805377,4.911871889150853,-344.60635154135525,2.9445869076411566,1.0389718945653397,0.04331344571553952,1.243153657672187,1.1211661523270346,23.349363336991416,19.03043400183141,65.69385050364542,46.41178855104262
18,3.2741411226444948,2292.07774303481,2649.1037633735687,13276.510999510065,5.011699119932831,-227.65285237506032,2.987598096748081,1.58422669559112,0.0,1.7782099796463509,1.565767394941285,23.214165297848567,18.459589712116557,64.98435711093782,45.842302974629064
19,2.2115827903793788,2414.8865425549448,2689.8937559183687,12653.211628038436,4.703981932445672,-252.88902416825294,2.96552869635844,0.6894950755981806,0.03212498714618217,0.8416313453290891,0.7267112434387759,23.816763186974562,19.558977476149042,66.34372426988668,47.29006388803796
20,2.5862005447340257,2283.625933673233,2606.590109396726,12790.921149317175,4.907147120372343,-121.46933115273714,2.9799872179402245,1.329392922809244,0.0,1.5445628904345774,1.6006109819266428,24.438639263984115,19.523080461618907,66.72522847724467,46.89084270268064
