run,il_db,bw3_hz,bw6_hz,bw60_hz,shape_60_6,fc_err_hz,ripple_db,ripple_nom_db,ripple_pv_db,att_p1k,att_m1k,att_p2k,att_m2k,att_p5k,att_m5k
1,1.6861594718659538,2387.501724500209,2665.580262169242,12406.713538594544,4.6544137930020515,-254.62568041868508,2.984028584960661,0.8362286674439163,0.00987526883020462,0.9703358386092358,0.9577747123693231,24.295558511960788,19.781424489360823,66.06023972252675,47.84378462763601
2,1.6861594718659538,2387.501724500209,2665.580262169242,12406.713538594544,4.6544137930020515,-254.62568041868508,2.984028584960661,0.8362286674439163,0.00987526883020462,0.9703358386092358,0.9577747123693231,24.295558511960788,19.781424489360823,66.06023972252675,47.84378462763601
