run,il_db,bw3_hz,bw6_hz,bw60_hz,shape_60_6,fc_err_hz,ripple_db,ripple_nom_db,ripple_pv_db,att_p1k,att_m1k,att_p2k,att_m2k,att_p5k,att_m5k
1,7.761647872243972,498.56389604881406,630.329611863941,2210.6305425316095,3.5071024761070286,-18.270874740555882,2.976360724505496,3.729949936715667,0.0,58.67929588261143,51.53427965208182,97.09770255671452,85.50289332706649,154.2578283797237,126.80344515609193
2,11.8393160871769,484.2393727954477,631.2793699707836,2424.045434480533,3.839893317902533,17.270765278488398,2.973280934528356,3.8159256188950543,0.0,52.87538083298719,48.18671077411918,91.36636016903564,81.039693747013,148.89302969358775,121.76124842670761
3,12.518155224829187,488.66779535263777,642.5265637636185,2438.583321100101,3.7953035074783936,-13.88362554833293,2.998475593494028,3.736617314824965,0.0,51.8185373777639,48.349806381162125,91.03849526439758,81.07500983510752,149.07979460335875,121.62349134214604
4,13.397740291167587,466.2209194805473,624.5977745726705,2501.0946922674775,4.004328536038486,-57.52502793632448,2.9979816570681095,4.173271784586291,0.0,49.560013215605096,48.10012772460599,88.79599272476149,80.26789596317296,146.67245865464446,120.60897580777967
5,10.652444191652332,481.45387412421405,628.028835022822,2319.906885338947,3.6939496341034146,-32.1281167678535,2.99968010848173,3.9883561182212297,0.0,54.88854485758668,50.394722490686306,93.98793590413251,83.31140449338537,152.76578047471511,123.50477885343902
6,8.380556865286122,503.14026549085975,650.5225587245077,2265.1334494762123,3.482021367433443,-32.09722379222512,2.9839119981566515,3.534678486328124,0.0,53.996382322551,53.11423576633184,94.13318961476533,86.01343603857806,152.04506852035024,126.59932931144454
7,10.032398386003482,482.9368343092501,620.9144391268492,2288.9324247837067,3.68638942911761,-30.162537846714258,2.9861634935585357,3.812460858553546,0.0,54.834118751832584,51.74660532805562,93.96551225527168,84.43512919971428,151.87339421175577,124.92462401064842
8,10.729907222257005,486.90074482001364,628.8882593549788,2366.8253559060395,3.763506983472042,-42.99815505743027,2.986434631592571,3.88697090430086,0.0,54.30352531788859,49.24431072369435,93.01126259328159,81.94471108787451,150.9192106645078,122.51316006300641
9,7.758391666448593,488.9257751740515,652.936601229012,2289.8091615997255,3.50693950574934,3.256654165685177,2.9695713529251107,3.641678331621079,0.0,55.631340539878416,50.81503116352014,94.55036638457055,84.29607437305175,152.01429208756358,125.28242146148384
10,9.394308442573069,490.93855045363307,626.2537716012448,2302.0408172998577,3.67589134260039,1.093490842729807,2.958785917690113,3.809336160060097,0.0,55.135145147598166,51.08606180272283,93.66886393634122,83.81430156807689,151.08148976257996,124.50813574772789
